#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2368999999.0ns,22,0,130550,1.448,2.369,4,0,0,0
+3395999999.0ns,22,1,349519,2.369,3.396,6.973,0,0,0
+4511999999.0ns,22,2,718790,3.396,4.512,9.857,0,2,0
+5727999999.0ns,22,3,1071812,4.512,5.728,12.641,0,4,0
+7086999999.0ns,22,4,1551364,5.728,7.087,15.282,0,5,0
+8161999999.0ns,22,5,581276,7.087,8.162,18.207,0,5,0
+9378999999.0ns,22,6,1077210,8.162,9.379,20.99,0,5,0
+11119999999.0ns,22,7,2947651,9.379,11.12,23.249,0,5,0
+12666999999.0ns,22,8,2231954,11.12,12.667,25.702,0,5,0
+14140999999.0ns,22,9,1973821,12.667,14.141,28.228,0,5,0
+15361999999.0ns,22,10,1110053,14.141,15.362,31.007,0,5,0
+17620999999.0ns,22,11,1131566,16.369,17.621,32.748,0,5,0
+21696999999.0ns,22,12,1411867,20.369,21.697,32.672,0,5,0
+25957999999.0ns,22,13,2342758,24.369,25.958,32.411,0,5,0
+29812999999.0ns,22,14,1849212,28.369,29.813,32.556,0,5,0
+33474999999.0ns,22,15,624663,32.369,33.475,32.894,0,5,0
+37546999999.0ns,22,16,869686,36.369,37.547,32.822,0,5,0
+41851999999.0ns,22,17,1991788,40.369,41.852,32.517,0,5,0
+45732999999.0ns,22,18,1529997,44.369,45.733,32.636,0,5,0
+49885999999.0ns,22,19,2096269,48.369,49.886,32.483,0,5,0
+54513999999.0ns,22,20,4306089,52.369,54.514,31.855,0,5,0
+57845999999.0ns,22,21,1944846,56.369,57.846,32.523,0,5,0
+61446999999.0ns,22,22,572542,60.369,61.447,32.922,0,5,0
+65704999999.0ns,22,23,1479681,64.369,65.705,32.664,0,5,0
+69471999999.0ns,22,24,606006,68.369,69.472,32.897,0,5,0
